probs,matchesWon
[0.1708787,0.1977518,0.02496591,0.00365367,0.001038408,0.1328085,0.02090929,0.009111728],0
[0.1421523,0.1954214,0.03354621,0.01589092,0.02454111,0.1410411,0.01265352,0.06486154],1
[0.009759475,0.1582144,0.09676168,0.0696135,0.07003909,0.1013284,0.04444211,0.03342814],3
[0.1529282,0.181332,0.02941991,0.05259628,0.02817011,0.1834946,0.03638058,0.08934706],11
[0.04276023,0.171643,0.06304134,0.04579272,0.06060171,0.0618588,0.0175567,0.01011732],4
[0.006257273,0.1102987,0.04762919,0.000686586,0.03276543,0.08693687,0.03548196,0.09725243],2
[0.04489384,0.1676637,0.05336066,0.03709554,0.08267291,0.02687164,0.04728376,0.0712314],6
[0.103168,0.0001367092,0.07826086,0.06481075,0.005369664,0.1208552,0.03372999,0.004448521],0
[0.1388666,0.1270675,0.01035232,0.08976563,0.08649676,0.1474067,0.00251965,0.02025956],18
[0.1156542,0.1390394,0.02945805,0.008292831,0.04818834,0.094165,0.005035193,0.07868248],0
[0.1000432,0.09938168,0.05587464,0.0429972,0.02566499,0.008029939,0.006180031,0.03916416],16
[0.1189514,0.05795262,0.09404792,0.03480024,0.08285568,0.1214208,0.01438268,0.003144324],2
[0.1760954,0.1850221,0.08564631,0.04548171,0.09598447,0.05960777,0.03545935,0.01517292],3
[0.1699098,0.003278423,0.08020438,0.02966152,0.0354385,0.1976897,0.03920938,0.06948192],14
[0.1586405,0.1078817,0.04345415,0.05272954,0.06334184,0.1838188,0.0003915787,0.09964911],15
[0.06110311,0.1962671,0.08633169,0.066164,0.06585424,0.1646528,0.01340828,0.02715771],3
[0.01243973,0.01292701,0.02982545,0.07345497,0.03348451,0.1275338,0.01553813,0.08663581],13
[0.1934171,0.01865173,0.05563232,0.03672309,0.05692182,0.0787698,0.03842882,0.02240495],16
[0.01012716,0.02788623,0.029662,0.03359913,0.08655017,0.1872074,0.03203198,0.05174591],3
[0.167688,0.04069539,0.07345232,0.07331081,0.06093528,0.1702126,0.02746952,0.05430163],16
