time,bot,winner,winnerHP,probs
25.48602,bot,player,1,[0.13,0.07,0.12,0.16,0.08,0.08,0.08,0.06]
60.80602,bot,bot,1,[0.13,0.07,0.12,0.16,0.08,0.08,0.08,0.06]
22.87999,bot,bot,4,[0.13,0.07,0.12,0.16,0.08,0.08,0.08,0.06]
60.02,bot,bot,1,[0.13,0.07,0.12,0.16,0.08,0.08,0.08,0.06]
136.62,bot,player,4,[0.13,0.07,0.12,0.16,0.08,0.08,0.08,0.06]
24.62,bot,player,1,[0.13,0.07,0.12,0.16,0.08,0.08,0.08,0.06]
24.96002,bot,player,1,[0.13,0.07,0.12,0.16,0.08,0.08,0.08,0.06]
